Time (s) - Voltage,Voltage (V) - Voltage
0.573,-0.699302433
0.573,-0.936000252
0.573,-0.991993284
0.573,-0.862191254
0.573,-0.566955265
0.574,-0.162278348
0.574,0.272940223
0.574,0.6547109
0.574,0.911769822
0.574,0.998304509
0.574,0.893953857
0.574,0.61907897
0.574,0.227127742
0.574,-0.210635967
0.574,-0.605132332
0.575,-0.885097495
0.575,-0.99708356
0.575,-0.918184287
0.575,-0.666215641
0.575,-0.284444964
0.575,0.148228469
0.575,0.555450524
0.575,0.855776789
0.575,0.993214233
0.575,0.942311476
0.576,0.710703932
0.576,0.346749221
0.576,-0.085924212
0.576,-0.498236543
0.576,-0.821469049
0.576,-0.981812733
0.576,-0.958906492
0.576,-0.752750327
0.576,-0.404066443
0.576,0.026061853
0.577,0.446009597
0.577,0.78451293
0.577,0.97285313
0.577,0.977943406
0.577,0.794693481
0.577,0.458735286
0.577,0.038787542
0.577,-0.386250478
0.577,-0.742569776
0.577,-0.956361355
0.578,-0.986903009
0.578,-0.829104462
0.578,-0.516052508
0.578,-0.101195039
0.578,0.331478394
0.578,0.700523381
0.578,0.9372212
0.578,0.995759371
0.578,0.863412203
0.578,0.568176213
0.579,0.163499296
0.579,-0.269174137
0.579,-0.650944814
0.579,-0.910548873
0.579,-0.994538422
0.579,-0.892732909
0.579,-0.617858022
0.579,-0.223361656
0.579,0.211856915
0.579,0.603808143
0.58,0.886318443
0.58,0.998304509
0.58,0.919405235
0.58,0.669981727
0.58,0.28821105
0.58,-0.144462383
0.58,-0.554229575
0.58,-0.854555841
0.58,-0.991993284
0.58,-0.941090528
0.581,-0.712028122
0.581,-0.345528272
0.581,0.087145161
0.581,0.499457491
0.581,0.822689997
0.581,0.983033682
0.581,0.962672579
0.581,0.756516414
0.581,0.405287391
0.581,-0.022295766
0.582,-0.444788648
0.582,-0.780746843
0.582,-0.971632182
0.582,-0.97417732
0.582,-0.793472533
0.582,-0.457514337
0.582,-0.040111731
0.582,0.387471426
0.582,0.741245586
0.582,0.957582303
0.583,0.988123957
0.583,0.832870549
0.583,0.517273456
0.583,0.104961126
0.583,-0.327712307
0.583,-0.699302433
0.583,-0.936000252
0.583,-0.991993284
0.583,-0.862191254
0.583,-0.566955265
0.584,-0.164823486
0.584,0.270395086
0.584,0.6547109
0.584,0.91431496
0.584,0.998304509
0.584,0.896498995
0.584,0.61907897
0.584,0.22967288
0.584,-0.208090829
0.584,-0.602587194
0.585,-0.882552357
0.585,-0.994538422
0.585,-0.918184287
0.585,-0.666215641
0.585,-0.286990102
0.585,0.148228469
0.585,0.552905386
0.585,0.855776789
0.585,0.993214233
0.585,0.942311476
0.586,0.715794208
0.586,0.346749221
0.586,-0.083379075
0.586,-0.498236543
0.586,-0.818923911
0.586,-0.981812733
0.586,-0.958906492
0.586,-0.752750327
0.586,-0.404066443
0.586,0.020971577
0.587,0.446009597
0.587,0.78451293
0.587,0.97285313
0.587,0.975398268
0.587,0.794693481
0.587,0.461280424
0.587,0.04133268
0.587,-0.386250478
0.587,-0.740024638
0.587,-0.956361355
0.588,-0.986903009
0.588,-0.8316496
0.588,-0.516052508
0.588,-0.103740177
0.588,0.328933256
0.588,0.697978243
0.588,0.9372212
0.588,0.995759371
0.588,0.865957341
0.588,0.570721351
0.589,0.168589572
0.589,-0.269174137
0.589,-0.650944814
0.589,-0.910548873
0.589,-0.99708356
0.589,-0.892732909
0.589,-0.617858022
0.589,-0.225906794
0.589,0.209311777
0.589,0.603808143
0.59,0.886318443
0.59,0.998304509
0.59,0.919405235
0.59,0.667436589
0.59,0.290756188
0.59,-0.144462383
0.59,-0.5491393
0.59,-0.852010703
0.59,-0.991993284
0.59,-0.943635665
0.591,-0.712028122
0.591,-0.34807341
0.591,0.082054885
0.591,0.499457491
0.591,0.82014486
0.591,0.983033682
0.591,0.962672579
0.591,0.756516414
0.591,0.407832529
0.591,-0.017205491
0.592,-0.44224351
0.592,-0.780746843
0.592,-0.971632182
0.592,-0.976722457
0.592,-0.793472533
0.592,-0.462604613
0.592,-0.042656869
0.592,0.384926288
0.592,0.741245586
0.592,0.957582303
0.593,0.988123957
0.593,0.832870549
0.593,0.519818594
0.593,0.104961126
0.593,-0.32516717
0.593,-0.696757295
0.593,-0.936000252
0.593,-0.994538422
0.593,-0.864736392
0.593,-0.566955265
0.594,-0.167368623
0.594,0.267849948
0.594,0.652165762
0.594,0.91431496
0.594,0.998304509
0.594,0.896498995
0.594,0.621624108
0.594,0.22967288
0.594,-0.205545691
0.594,-0.602587194
0.595,-0.882552357
0.595,-0.994538422
0.595,-0.918184287
0.595,-0.668760778
0.595,-0.286990102
0.595,0.148228469
0.595,0.552905386
0.595,0.855776789
0.595,0.993214233
0.595,0.944856614
0.596,0.715794208
0.596,0.346749221
0.596,-0.083379075
0.596,-0.495691405
0.596,-0.816378773
0.596,-0.981812733
0.596,-0.96145163
0.596,-0.755295465
0.596,-0.404066443
0.596,0.018426439
0.597,0.443464459
0.597,0.781967792
0.597,0.97285313
0.597,0.977943406
0.597,0.797238619
0.597,0.463825562
0.597,0.043877818
0.597,-0.38370534
0.597,-0.740024638
0.597,-0.953816217
0.598,-0.986903009
0.598,-0.8316496
0.598,-0.518597646
0.598,-0.106285315
0.598,0.326388118
0.598,0.697978243
0.598,0.9372212
0.598,0.995759371
0.598,0.865957341
0.598,0.570721351
0.599,0.17113471
0.599,-0.266628999
0.599,-0.648399676
0.599,-0.910548873
0.599,-0.99708356
0.599,-0.892732909
0.599,-0.620403159
0.599,-0.230997069
0.599,0.206766639
0.599,0.601263005
0.6,0.883773306
0.6,0.998304509
0.6,0.919405235
0.6,0.669981727
0.6,0.290756188
0.6,-0.141917245
0.6,-0.5491393
0.6,-0.852010703
0.6,-0.991993284
0.6,-0.943635665
0.601,-0.71457326
0.601,-0.350618548
0.601,0.082054885
0.601,0.496912354
0.601,0.82014486
0.601,0.983033682
0.601,0.960127441
0.601,0.756516414
0.601,0.407832529
0.601,-0.017205491
0.602,-0.439698373
0.602,-0.780746843
0.602,-0.971632182
0.602,-0.97417732
0.602,-0.796017671
0.602,-0.465149751
0.602,-0.042656869
0.602,0.384926288
0.602,0.741245586
0.602,0.957582303
0.603,0.988123957
0.603,0.832870549
0.603,0.519818594
0.603,0.110051401
0.603,-0.32516717
0.603,-0.694212157
0.603,-0.933455114
0.603,-0.991993284
0.603,-0.864736392
0.603,-0.57204554
0.604,-0.167368623
0.604,0.26530481
0.604,0.652165762
0.604,0.911769822
0.604,0.998304509
0.604,0.896498995
0.604,0.621624108
0.604,0.232218018
0.604,-0.203000553
0.604,-0.600042057
0.605,-0.882552357
0.605,-0.994538422
0.605,-0.920729425
0.605,-0.668760778
0.605,-0.28953524
0.605,0.145683331
0.605,0.550360248
0.605,0.853231652
0.605,0.990669095
0.605,0.944856614
0.606,0.715794208
0.606,0.349294359
0.606,-0.078288799
0.606,-0.495691405
0.606,-0.816378773
0.606,-0.981812733
0.606,-0.96145163
0.606,-0.757840603
0.606,-0.406611581
0.606,0.018426439
0.607,0.440919321
0.607,0.781967792
0.607,0.970307992
0.607,0.977943406
0.607,0.797238619
0.607,0.466370699
0.607,0.046422955
0.607,-0.38370534
0.607,-0.7374795
0.607,-0.953816217
0.608,-0.986903009
0.608,-0.8316496
0.608,-0.518597646
0.608,-0.106285315
0.608,0.326388118
0.608,0.695433105
0.608,0.9372212
0.608,0.995759371
0.608,0.868502479
0.608,0.573266489
0.609,0.17113471
0.609,-0.264083861
0.609,-0.648399676
0.609,-0.908003736
0.609,-0.99708356
0.609,-0.895278046
0.609,-0.622948297
0.609,-0.230997069
0.609,0.204221502
0.609,0.603808143
0.61,0.883773306
0.61,0.998304509
0.61,0.921950373
0.61,0.672526865
0.61,0.295846464
0.61,-0.141917245
0.61,-0.5491393
0.61,-0.849465565
0.61,-0.991993284
0.61,-0.943635665
0.611,-0.71457326
0.611,-0.353163686
0.611,0.079509747
0.611,0.494367216
0.611,0.817599722
0.611,0.983033682
0.611,0.962672579
0.611,0.759061551
0.611,0.410377667
0.611,-0.017205491
0.612,-0.437153235
0.612,-0.780746843
0.612,-0.969087044
0.612,-0.976722457
0.612,-0.798562808
0.612,-0.467694889
0.612,-0.045202007
0.612,0.384926288
0.612,0.738700449
0.612,0.955037165
0.613,0.988123957
0.613,0.832870549
0.613,0.522363732
0.613,0.112596539
0.613,-0.322622032
0.613,-0.694212157
0.613,-0.933455114
0.613,-0.994538422
0.613,-0.864736392
0.613,-0.57204554
0.614,-0.169913761
0.614,0.26530481
0.614,0.649620624
0.614,0.909224684
0.614,0.998304509
0.614,0.899044133
0.614,0.624169246
0.614,0.234763156
0.614,-0.203000553
0.614,-0.600042057
0.615,-0.880007219
0.615,-0.994538422
0.615,-0.923274563
0.615,-0.668760778
0.615,-0.292080378
0.615,0.143138193
0.615,0.54781511
0.615,0.850686514
0.615,0.990669095
0.615,0.944856614
0.616,0.718339346
0.616,0.354384634
0.616,-0.078288799
0.616,-0.493146267
0.616,-0.816378773
0.616,-0.981812733
0.616,-0.96145163
0.616,-0.757840603
0.616,-0.409156718
0.616,0.015881301
0.617,0.438374183
0.617,0.779422654
0.617,0.97285313
0.617,0.977943406
0.617,0.799783757
0.617,0.468915837
0.617,0.048968093
0.617,-0.381160202
0.617,-0.7374795
0.617,-0.953816217
0.618,-0.986903009
0.618,-0.8316496
0.618,-0.521142784
0.618,-0.108830453
0.618,0.32384298
0.618,0.695433105
0.618,0.934676062
0.618,0.995759371
0.618,0.868502479
0.618,0.575811627
0.619,0.173679848
0.619,-0.261538724
0.619,-0.645854538
0.619,-0.908003736
0.619,-0.99708356
0.619,-0.895278046
0.619,-0.622948297
0.619,-0.233542207
0.619,0.201676364
0.619,0.598717867
0.62,0.881228168
0.62,0.995759371
0.62,0.924495511
0.62,0.672526865
0.62,0.295846464
0.62,-0.139372107
0.62,-0.546594162
0.62,-0.852010703
0.62,-0.991993284
0.62,-0.943635665
0.621,-0.717118397
0.621,-0.353163686
0.621,0.079509747
0.621,0.494367216
0.621,0.815054584
0.621,0.983033682
0.621,0.965217717
0.621,0.761606689
0.621,0.412922805
0.621,-0.014660353
0.622,-0.437153235
0.622,-0.778201706
0.622,-0.969087044
0.622,-0.976722457
0.622,-0.798562808
0.622,-0.467694889
0.622,-0.047747145
0.622,0.382381151
0.622,0.736155311
0.622,0.955037165
0.623,0.988123957
0.623,0.835415687
0.623,0.52490887
0.623,0.112596539
0.623,-0.320076894
0.623,-0.694212157
0.623,-0.933455114
0.623,-0.994538422
0.623,-0.86728153
0.623,-0.574590678
0.624,-0.172458899
0.624,0.262759672
0.624,0.647075486
0.624,0.909224684
0.624,0.998304509
0.624,0.899044133
0.624,0.624169246
0.624,0.234763156
0.624,-0.200455415
0.624,-0.597496919
0.625,-0.880007219
0.625,-0.99708356
0.625,-0.923274563
0.625,-0.673851054
0.625,-0.297170653
0.625,0.140593056
0.625,0.54781511
0.625,0.850686514
0.625,0.990669095
0.625,0.944856614
0.626,0.718339346
0.626,0.354384634
0.626,-0.073198523
0.626,-0.490601129
0.626,-0.813833635
0.626,-0.981812733
0.626,-0.963996768
0.626,-0.757840603
0.626,-0.411701856
0.626,0.013336163
0.627,0.435829045
0.627,0.779422654
0.627,0.970307992
0.627,0.977943406
0.627,0.799783757
0.627,0.468915837
0.627,0.051513231
0.627,-0.378615064
0.627,-0.734934362
0.627,-0.951271079
0.628,-0.986903009
0.628,-0.836739876
0.628,-0.521142784
0.628,-0.111375591
0.628,0.321297842
0.628,0.692887967
0.628,0.934676062
0.628,0.995759371
0.628,0.868502479
0.628,0.578356765
0.629,0.173679848
0.629,-0.258993586
0.629,-0.645854538
0.629,-0.908003736
0.629,-0.994538422
0.629,-0.897823184
0.629,-0.625493435
0.629,-0.236087345
0.629,0.201676364
0.629,0.596172729
0.63,0.881228168
0.63,0.998304509
0.63,0.924495511
0.63,0.675072003
0.63,0.295846464
0.63,-0.136826969
0.63,-0.546594162
0.63,-0.849465565
0.63,-0.989448147
0.63,-0.946180803
0.631,-0.719663535
0.631,-0.353163686
0.631,0.07696461
0.631,0.494367216
0.631,0.817599722
0.631,0.983033682
0.631,0.962672579
0.631,0.764151827
0.631,0.415467943
0.631,-0.012115215
0.632,-0.434608097
0.632,-0.775656568
0.632,-0.969087044
0.632,-0.976722457
0.632,-0.798562808
0.632,-0.470240027
0.632,-0.050292283
0.632,0.379836013
0.632,0.736155311
0.632,0.955037165
0.633,0.988123957
0.633,0.837960824
0.633,0.52490887
0.633,0.115141677
0.633,-0.317531756
0.633,-0.691667019
0.633,-0.930909976
0.633,-0.994538422
0.633,-0.869826668
0.633,-0.577135816
0.634,-0.175004037
0.634,0.260214534
0.634,0.647075486
0.634,0.909224684
0.634,0.998304509
0.634,0.899044133
0.634,0.629259521
0.634,0.237308294
0.634,-0.197910278
0.634,-0.592406643
0.635,-0.877462082
0.635,-0.994538422
0.635,-0.923274563
0.635,-0.673851054
0.635,-0.297170653
0.635,0.138047918
0.635,0.54781511
0.635,0.850686514
0.635,0.990669095
0.635,0.947401752
0.636,0.720884484
0.636,0.356929772
0.636,-0.075743661
0.636,-0.490601129
0.636,-0.811288498
0.636,-0.981812733
0.636,-0.963996768
0.636,-0.762930879
0.636,-0.414246994
0.636,0.010791026
0.637,0.435829045
0.637,0.776877516
0.637,0.970307992
0.637,0.980488544
0.637,0.799783757
0.637,0.471460975
0.637,0.054058369
0.637,-0.373524789
0.637,-0.734934362
0.637,-0.951271079
0.638,-0.986903009
0.638,-0.836739876
0.638,-0.523687921
0.638,-0.113920729
0.638,0.318752705
0.638,0.69034283
0.638,0.934676062
0.638,0.995759371
0.638,0.871047616
0.638,0.578356765
0.639,0.176224985
0.639,-0.258993586
0.639,-0.6433094
0.639,-0.905458598
0.639,-0.99708356
0.639,-0.897823184
0.639,-0.628038573
0.639,-0.238632483
0.639,0.199131226
0.639,0.596172729
0.64,0.881228168
0.64,0.998304509
0.64,0.924495511
0.64,0.675072003
0.64,0.298391602
0.64,-0.131736694
0.64,-0.544049024
0.64,-0.846920427
0.64,-0.989448147
0.64,-0.943635665
0.641,-0.719663535
0.641,-0.355708824
0.641,0.074419472
0.641,0.491822078
0.641,0.815054584
0.641,0.983033682
0.641,0.965217717
0.641,0.764151827
0.641,0.41801308
0.641,-0.009570077
0.642,-0.432062959
0.642,-0.775656568
0.642,-0.969087044
0.642,-0.976722457
0.642,-0.801107946
0.642,-0.472785165
0.642,-0.05283742
0.642,0.377290875
0.642,0.736155311
0.642,0.952492027
0.643,0.990669095
0.643,0.837960824
0.643,0.527454008
0.643,0.115141677
0.643,-0.317531756
0.643,-0.689121881
0.643,-0.930909976
0.643,-0.994538422
0.643,-0.869826668
0.643,-0.577135816
0.644,-0.177549175
0.644,0.260214534
0.644,0.644530348
0.644,0.906679546
0.644,0.998304509
0.644,0.899044133
0.644,0.629259521
0.644,0.237308294
0.644,-0.19536514
0.644,-0.592406643
0.645,-0.880007219
0.645,-0.994538422
0.645,-0.923274563
0.645,-0.676396192
0.645,-0.299715791
0.645,0.13550278
0.645,0.542724835
0.645,0.848141376
0.645,0.990669095
0.645,0.947401752
0.646,0.720884484
0.646,0.35947491
0.646,-0.073198523
0.646,-0.488055992
0.646,-0.811288498
0.646,-0.979267595
0.646,-0.963996768
0.646,-0.762930879
0.646,-0.414246994
0.646,0.008245888
0.647,0.433283907
0.647,0.776877516
0.647,0.970307992
0.647,0.980488544
0.647,0.802328895
0.647,0.474006113
0.647,0.054058369
0.647,-0.373524789
0.647,-0.732389224
0.647,-0.948725941
0.648,-0.986903009
0.648,-0.836739876
0.648,-0.526233059
0.648,-0.116465867
0.648,0.318752705
0.648,0.69034283
0.648,0.932130925
0.648,0.995759371
0.648,0.871047616
0.648,0.580901902
0.649,0.181315261
0.649,-0.25390331
0.649,-0.640764262
0.649,-0.905458598
0.649,-0.99708356
0.649,-0.897823184
0.649,-0.628038573
0.649,-0.238632483
0.649,0.196586088
0.649,0.596172729
0.65,0.87868303
0.65,0.998304509
0.65,0.924495511
0.65,0.675072003
0.65,0.30093674
0.65,-0.134281831
0.65,-0.541503886
0.65,-0.846920427
0.65,-0.991993284
0.65,-0.946180803
0.651,-0.722208673
0.651,-0.358253962
0.651,0.071874334
0.651,0.491822078
0.651,0.812509446
0.651,0.983033682
0.651,0.965217717
0.651,0.766696965
0.651,0.41801308
0.651,-0.007024939
0.652,-0.432062959
0.652,-0.77311143
0.652,-0.969087044
0.652,-0.976722457
0.652,-0.801107946
0.652,-0.472785165
0.652,-0.055382558
0.652,0.374745737
0.652,0.733610173
0.652,0.952492027
0.653,0.988123957
0.653,0.837960824
0.653,0.527454008
0.653,0.115141677
0.653,-0.314986618
0.653,-0.689121881
0.653,-0.928364838
0.653,-0.994538422
0.653,-0.869826668
0.653,-0.577135816
0.654,-0.180094313
0.654,0.257669396
0.654,0.644530348
0.654,0.906679546
0.654,0.998304509
0.654,0.901589271
0.654,0.631804659
0.654,0.242398569
0.654,-0.192820002
0.654,-0.592406643
0.655,-0.877462082
0.655,-0.994538422
0.655,-0.925819701
0.655,-0.676396192
0.655,-0.302260929
0.655,0.13550278
0.655,0.540179697
0.655,0.848141376
0.655,0.990669095
0.655,0.947401752
0.656,0.723429622
0.656,0.35947491
0.656,-0.068108248
0.656,-0.485510854
0.656,-0.811288498
0.656,-0.979267595
0.656,-0.966541906
0.656,-0.762930879
0.656,-0.416792132
0.656,0.008245888
0.657,0.43073877
0.657,0.774332378
0.657,0.970307992
0.657,0.980488544
0.657,0.804874033
0.657,0.474006113
0.657,0.059148645
0.657,-0.373524789
0.657,-0.729844087
0.657,-0.951271079
0.658,-0.986903009
0.658,-0.836739876
0.658,-0.526233059
0.658,-0.116465867
0.658,0.316207567
0.658,0.69034283
0.658,0.932130925
0.658,0.995759371
0.658,0.873592754
0.658,0.58344704
0.659,0.178770123
0.659,-0.25390331
0.659,-0.640764262
0.659,-0.905458598
0.659,-0.99708356
0.659,-0.897823184
0.659,-0.630583711
0.659,-0.241177621
0.659,0.196586088
0.659,0.591082454
0.66,0.87868303
0.66,0.995759371
0.66,0.927040649
0.66,0.67761714
0.66,0.303481878
0.66,-0.131736694
0.66,-0.538958748
0.66,-0.84437529
0.66,-0.989448147
0.66,-0.946180803
0.661,-0.722208673
0.661,-0.358253962
0.661,0.071874334
0.661,0.486731802
0.661,0.812509446
0.661,0.980488544
0.661,0.965217717
0.661,0.766696965
0.661,0.420558218
0.661,-0.007024939
0.662,-0.429517821
0.662,-0.77311143
0.662,-0.966541906
0.662,-0.979267595
0.662,-0.803653084
0.662,-0.475330302
0.662,-0.055382558
0.662,0.372200599
0.662,0.733610173
0.662,0.94994689
0.663,0.990669095
0.663,0.840505962
0.663,0.529999146
0.663,0.120231953
0.663,-0.31244148
0.663,-0.686576743
0.663,-0.930909976
0.663,-0.994538422
0.663,-0.872371806
0.663,-0.579680954
0.664,-0.180094313
0.664,0.255124258
0.664,0.639440073
0.664,0.906679546
0.664,0.998304509
0.664,0.901589271
0.664,0.634349797
0.664,0.242398569
0.664,-0.192820002
0.664,-0.589861505
0.665,-0.877462082
0.665,-0.994538422
0.665,-0.925819701
0.665,-0.67894133
0.665,-0.302260929
0.665,0.132957642
0.665,0.540179697
0.665,0.845596238
0.665,0.990669095
0.665,0.94994689
0.666,0.723429622
0.666,0.364565186
0.666,-0.068108248
0.666,-0.482965716
0.666,-0.811288498
0.666,-0.979267595
0.666,-0.966541906
0.666,-0.765476016
0.666,-0.41933727
0.666,0.00570075
0.667,0.43073877
0.667,0.771787241
0.667,0.970307992
0.667,0.980488544
0.667,0.80741917
0.667,0.476551251
0.667,0.059148645
0.667,-0.370979651
0.667,-0.729844087
0.667,-0.951271079
0.668,-0.989448147
0.668,-0.839285014
0.668,-0.528778197
0.668,-0.119011004
0.668,0.316207567
0.668,0.685252554
0.668,0.929585787
0.668,0.995759371
0.668,0.873592754
0.668,0.58344704
0.669,0.183860399
0.669,-0.251358172
0.669,-0.640764262
0.669,-0.90291346
0.669,-0.99708356
0.669,-0.90291346
0.669,-0.633128849
0.669,-0.243722759
0.669,0.191495812
0.669,0.591082454
0.67,0.87868303
0.67,0.995759371
0.67,0.927040649
0.67,0.682707416
0.67,0.306027015
0.67,-0.129191556
0.67,-0.538958748
0.67,-0.84437529
0.67,-0.989448147
0.67,-0.946180803
0.671,-0.724753811
0.671,-0.363344237
0.671,0.066784058
0.671,0.486731802
0.671,0.812509446
0.671,0.980488544
0.671,0.965217717
0.671,0.766696965
0.671,0.420558218
0.671,-0.004479801
0.672,-0.426972683
0.672,-0.770566292
0.672,-0.966541906
0.672,-0.976722457
0.672,-0.806198222
0.672,-0.475330302
0.672,-0.057927696
0.672,0.372200599
0.672,0.731065035
0.672,0.952492027
0.673,0.990669095
0.673,0.840505962
0.673,0.532544283
0.673,0.120231953
0.673,-0.31244148
0.673,-0.686576743
0.673,-0.928364838
0.673,-0.994538422
0.673,-0.872371806
0.673,-0.582226092
0.674,-0.18263945
0.674,0.252579121
0.674,0.639440073
0.674,0.906679546
0.674,0.998304509
0.674,0.901589271
0.674,0.634349797
0.674,0.247488845
0.674,-0.190274864
0.674,-0.589861505
0.675,-0.874916944
0.675,-0.994538422
0.675,-0.925819701
0.675,-0.67894133
0.675,-0.304806067
0.675,0.130412504
0.675,0.537634559
0.675,0.845596238
0.675,0.990669095
0.675,0.94994689
0.676,0.725974759
0.676,0.364565186
0.676,-0.06556311
0.676,-0.482965716
0.676,-0.80874336
0.676,-0.979267595
0.676,-0.966541906
0.676,-0.765476016
0.676,-0.421882408
0.676,0.003155612
0.677,0.428193632
0.677,0.771787241
0.677,0.967762854
0.677,0.980488544
0.677,0.80741917
0.677,0.479096389
0.677,0.061693782
0.677,-0.368434513
0.677,-0.729844087
0.677,-0.948725941
0.678,-0.989448147
0.678,-0.841830152
0.678,-0.531323335
0.678,-0.121556142
0.678,0.316207567
0.678,0.685252554
0.678,0.929585787
0.678,0.995759371
0.678,0.876137892
0.678,0.585992178
0.679,0.186405537
0.679,-0.251358172
0.679,-0.638219124
0.679,-0.90291346
0.679,-0.99708356
0.679,-0.90291346
0.679,-0.633128849
0.679,-0.246267897
0.679,0.191495812
0.679,0.588537316
0.68,0.876137892
0.68,0.998304509
0.68,0.927040649
0.68,0.682707416
0.68,0.308572153
0.68,-0.129191556
0.68,-0.536413611
0.68,-0.84437529
0.68,-0.989448147
0.68,-0.948725941
0.681,-0.727298949
0.681,-0.363344237
0.681,0.066784058
0.681,0.484186664
0.681,0.80741917
0.681,0.980488544
0.681,0.967762854
0.681,0.766696965
0.681,0.423103356
0.681,-0.001934664
0.682,-0.424427546
0.682,-0.770566292
0.682,-0.966541906
0.682,-0.979267595
0.682,-0.803653084
0.682,-0.47787544
0.682,-0.060472834
0.682,0.369655461
0.682,0.731065035
0.682,0.94994689
0.683,0.988123957
0.683,0.840505962
0.683,0.535089421
0.683,0.122777091
0.683,-0.309896343
0.683,-0.684031605
0.683,-0.925819701
0.683,-0.994538422
0.683,-0.874916944
0.683,-0.58477123
0.684,-0.18263945
0.684,0.250033983
0.684,0.639440073
0.684,0.906679546
0.684,0.998304509
0.684,0.904134408
0.684,0.636894935
0.684,0.247488845
0.684,-0.187729726
0.684,-0.587316367
0.685,-0.874916944
0.685,-0.994538422
0.685,-0.925819701
0.685,-0.681486468
0.685,-0.307351205
0.685,0.127867366
0.685,0.535089421
0.685,0.845596238
0.685,0.990669095
0.685,0.94994689
0.686,0.728519897
0.686,0.364565186
0.686,-0.063017972
0.686,-0.482965716
0.686,-0.80874336
0.686,-0.979267595
0.686,-0.966541906
0.686,-0.768021154
0.686,-0.424427546
0.686,0.003155612
0.687,0.425648494
0.687,0.769242103
0.687,0.967762854
0.687,0.980488544
0.687,0.80741917
0.687,0.481641526
0.687,0.06423892
0.687,-0.365889375
0.687,-0.727298949
0.687,-0.948725941
0.688,-0.986903009
0.688,-0.841830152
0.688,-0.533868473
0.688,-0.12410128
0.688,0.311117291
0.688,0.685252554
0.688,0.929585787
0.688,0.995759371
0.688,0.876137892
0.688,0.588537316
0.689,0.186405537
0.689,-0.246267897
0.689,-0.635673986
0.689,-0.90291346
0.689,-0.99708356
0.689,-0.90291346
0.689,-0.635673986
0.689,-0.246267897
0.689,0.186405537
0.689,0.588537316
0.69,0.876137892
0.69,0.995759371
0.69,0.927040649
0.69,0.682707416
0.69,0.308572153
0.69,-0.126646418
0.69,-0.536413611
0.69,-0.841830152
0.69,-0.986903009
0.69,-0.948725941
0.691,-0.727298949
0.691,-0.368434513
0.691,0.06423892
0.691,0.481641526
0.691,0.80741917
0.691,0.980488544
0.691,0.965217717
0.691,0.771787241
0.691,0.425648494
0.691,-0.001934664
0.692,-0.424427546
0.692,-0.768021154
0.692,-0.966541906
0.692,-0.979267595
0.692,-0.80874336
0.692,-0.47787544
0.692,-0.060472834
0.692,0.367110324
0.692,0.731065035
0.692,0.952492027
0.693,0.990669095
0.693,0.845596238
0.693,0.535089421
0.693,0.127867366
0.693,-0.307351205
0.693,-0.681486468
0.693,-0.928364838
0.693,-0.994538422
0.693,-0.874916944
0.693,-0.58477123
0.694,-0.185184588
0.694,0.247488845
0.694,0.636894935
0.694,0.904134408
0.694,0.998304509
0.694,0.904134408
0.694,0.636894935
0.694,0.247488845
0.694,-0.185184588
0.694,-0.58477123
0.695,-0.872371806
0.695,-0.994538422
0.695,-0.928364838
0.695,-0.684031605
0.695,-0.309896343
0.695,0.125322229
0.695,0.535089421
0.695,0.8430511
0.695,0.990669095
0.695,0.94994689
0.696,0.728519897
0.696,0.367110324
0.696,-0.060472834
0.696,-0.47787544
0.696,-0.806198222
0.696,-0.979267595
0.696,-0.966541906
0.696,-0.770566292
0.696,-0.424427546
0.696,0.003155612
0.697,0.425648494
0.697,0.771787241
0.697,0.967762854
0.697,0.980488544
0.697,0.809964308
0.697,0.481641526
0.697,0.06423892
0.697,-0.365889375
0.697,-0.727298949
0.697,-0.946180803
0.698,-0.989448147
0.698,-0.841830152
0.698,-0.536413611
0.698,-0.126646418
0.698,0.308572153
0.698,0.682707416
0.698,0.929585787
0.698,0.998304509
0.698,0.876137892
0.698,0.588537316
0.699,0.188950675
0.699,-0.246267897
0.699,-0.633128849
0.699,-0.90291346
0.699,-0.99708356
0.699,-0.90291346
0.699,-0.638219124
0.699,-0.248813034
0.699,0.186405537
0.699,0.585992178
0.7,0.876137892
0.7,0.998304509
0.7,0.929585787
0.7,0.685252554
0.7,0.311117291
0.7,-0.121556142
0.7,-0.533868473
0.7,-0.841830152
0.7,-0.986903009
0.7,-0.948725941
0.701,-0.727298949
0.701,-0.368434513
0.701,0.061693782
0.701,0.479096389
0.701,0.80741917
0.701,0.980488544
0.701,0.967762854
0.701,0.771787241
0.701,0.428193632
0.701,0.000610474
0.702,-0.421882408
0.702,-0.768021154
0.702,-0.966541906
0.702,-0.979267595
0.702,-0.80874336
0.702,-0.480420578
0.702,-0.063017972
0.702,0.367110324
0.702,0.725974759
0.702,0.94994689
0.703,0.990669095
0.703,0.845596238
0.703,0.537634559
0.703,0.127867366
0.703,-0.304806067
0.703,-0.681486468
0.703,-0.925819701
0.703,-0.994538422
0.703,-0.874916944
0.703,-0.587316367
0.704,-0.190274864
0.704,0.244943707
0.704,0.634349797
0.704,0.904134408
0.704,0.998304509
0.704,0.904134408
0.704,0.641985211
0.704,0.252579121
0.704,-0.18263945
0.704,-0.58477123
0.705,-0.872371806
0.705,-0.994538422
0.705,-0.928364838
0.705,-0.684031605
0.705,-0.307351205
0.705,0.125322229
0.705,0.535089421
0.705,0.8430511
0.705,0.990669095
0.705,0.94994689
0.706,0.731065035
0.706,0.372200599
0.706,-0.060472834
0.706,-0.47787544
0.706,-0.806198222
0.706,-0.976722457
