Time (s) - Voltage,Voltage (V) - Voltage
0.307,0.965217717
0.307,0.759061551
0.307,0.410377667
0.307,-0.014660353
0.307,-0.437153235
0.307,-0.775656568
0.307,-0.969087044
0.308,-0.976722457
0.308,-0.798562808
0.308,-0.467694889
0.308,-0.045202007
0.308,0.382381151
0.308,0.738700449
0.308,0.955037165
0.308,0.988123957
0.308,0.835415687
0.308,0.522363732
0.309,0.112596539
0.309,-0.322622032
0.309,-0.691667019
0.309,-0.933455114
0.309,-0.994538422
0.309,-0.86728153
0.309,-0.57204554
0.309,-0.169913761
0.309,0.262759672
0.309,0.649620624
0.31,0.909224684
0.31,0.998304509
0.31,0.899044133
0.31,0.626714384
0.31,0.234763156
0.31,-0.200455415
0.31,-0.597496919
0.31,-0.880007219
0.31,-0.99708356
0.31,-0.923274563
0.311,-0.673851054
0.311,-0.294625516
0.311,0.140593056
0.311,0.54781511
0.311,0.850686514
0.311,0.993214233
0.311,0.944856614
0.311,0.715794208
0.311,0.354384634
0.311,-0.075743661
0.312,-0.490601129
0.312,-0.813833635
0.312,-0.981812733
0.312,-0.963996768
0.312,-0.760385741
0.312,-0.411701856
0.312,0.018426439
0.312,0.438374183
0.312,0.776877516
0.312,0.970307992
0.313,0.977943406
0.313,0.799783757
0.313,0.468915837
0.313,0.051513231
0.313,-0.381160202
0.313,-0.734934362
0.313,-0.953816217
0.313,-0.986903009
0.313,-0.834194738
0.313,-0.523687921
0.314,-0.111375591
0.314,0.32384298
0.314,0.695433105
0.314,0.934676062
0.314,0.995759371
0.314,0.868502479
0.314,0.575811627
0.314,0.176224985
0.314,-0.261538724
0.314,-0.645854538
0.315,-0.908003736
0.315,-0.99708356
0.315,-0.897823184
0.315,-0.625493435
0.315,-0.233542207
0.315,0.199131226
0.315,0.598717867
0.315,0.881228168
0.315,0.995759371
0.315,0.921950373
0.316,0.672526865
0.316,0.295846464
0.316,-0.139372107
0.316,-0.544049024
0.316,-0.849465565
0.316,-0.989448147
0.316,-0.943635665
0.316,-0.717118397
0.316,-0.353163686
0.316,0.07696461
0.317,0.494367216
0.317,0.815054584
0.317,0.983033682
0.317,0.965217717
0.317,0.761606689
0.317,0.415467943
0.317,-0.012115215
0.317,-0.437153235
0.317,-0.775656568
0.317,-0.969087044
0.318,-0.976722457
0.318,-0.801107946
0.318,-0.467694889
0.318,-0.050292283
0.318,0.379836013
0.318,0.736155311
0.318,0.955037165
0.318,0.988123957
0.318,0.835415687
0.318,0.52490887
0.319,0.112596539
0.319,-0.320076894
0.319,-0.691667019
0.319,-0.930909976
0.319,-0.994538422
0.319,-0.86728153
0.319,-0.574590678
0.319,-0.172458899
0.319,0.262759672
0.319,0.647075486
0.32,0.909224684
0.32,0.998304509
0.32,0.899044133
0.32,0.626714384
0.32,0.237308294
0.32,-0.200455415
0.32,-0.594951781
0.32,-0.880007219
0.32,-0.99708356
0.32,-0.923274563
0.321,-0.673851054
0.321,-0.297170653
0.321,0.138047918
0.321,0.545269973
0.321,0.848141376
0.321,0.990669095
0.321,0.947401752
0.321,0.718339346
0.321,0.356929772
0.321,-0.073198523
0.322,-0.490601129
0.322,-0.811288498
0.322,-0.979267595
0.322,-0.963996768
0.322,-0.760385741
0.322,-0.414246994
0.322,0.013336163
0.322,0.435829045
0.322,0.776877516
0.322,0.970307992
0.323,0.980488544
0.323,0.802328895
0.323,0.471460975
0.323,0.051513231
0.323,-0.376069926
0.323,-0.734934362
0.323,-0.953816217
0.323,-0.986903009
0.323,-0.836739876
0.323,-0.521142784
0.324,-0.113920729
0.324,0.32384298
0.324,0.692887967
0.324,0.934676062
0.324,0.995759371
0.324,0.868502479
0.324,0.575811627
0.324,0.176224985
0.324,-0.258993586
0.324,-0.6433094
0.325,-0.905458598
0.325,-0.99708356
0.325,-0.897823184
0.325,-0.625493435
0.325,-0.236087345
0.325,0.199131226
0.325,0.596172729
0.325,0.881228168
0.325,0.998304509
0.325,0.924495511
0.326,0.675072003
0.326,0.298391602
0.326,-0.134281831
0.326,-0.544049024
0.326,-0.846920427
0.326,-0.989448147
0.326,-0.946180803
0.326,-0.719663535
0.326,-0.358253962
0.326,0.074419472
0.327,0.491822078
0.327,0.815054584
0.327,0.983033682
0.327,0.965217717
0.327,0.761606689
0.327,0.412922805
0.327,-0.009570077
0.327,-0.434608097
0.327,-0.77311143
0.327,-0.969087044
0.328,-0.976722457
0.328,-0.801107946
0.328,-0.470240027
0.328,-0.05283742
0.328,0.377290875
0.328,0.736155311
0.328,0.955037165
0.328,0.988123957
0.328,0.837960824
0.328,0.527454008
0.329,0.115141677
0.329,-0.317531756
0.329,-0.689121881
0.329,-0.930909976
0.329,-0.994538422
0.329,-0.869826668
0.329,-0.577135816
0.329,-0.177549175
0.329,0.262759672
0.329,0.644530348
0.33,0.906679546
0.33,0.998304509
0.33,0.899044133
0.33,0.629259521
0.33,0.239853431
0.33,-0.19536514
0.33,-0.592406643
0.33,-0.880007219
0.33,-0.994538422
0.33,-0.923274563
0.331,-0.676396192
0.331,-0.297170653
0.331,0.13550278
0.331,0.545269973
0.331,0.848141376
0.331,0.990669095
0.331,0.947401752
0.331,0.723429622
0.331,0.35947491
0.331,-0.070653385
0.332,-0.488055992
0.332,-0.811288498
0.332,-0.979267595
0.332,-0.963996768
0.332,-0.760385741
0.332,-0.414246994
0.332,0.010791026
0.332,0.433283907
0.332,0.776877516
0.332,0.970307992
0.333,0.977943406
0.333,0.802328895
0.333,0.471460975
0.333,0.054058369
0.333,-0.376069926
0.333,-0.732389224
0.333,-0.951271079
0.333,-0.989448147
0.333,-0.836739876
0.333,-0.526233059
0.334,-0.113920729
0.334,0.318752705
0.334,0.69034283
0.334,0.932130925
0.334,0.995759371
0.334,0.871047616
0.334,0.580901902
0.334,0.178770123
0.334,-0.256448448
0.334,-0.6433094
0.335,-0.905458598
0.335,-0.99708356
0.335,-0.897823184
0.335,-0.625493435
0.335,-0.238632483
0.335,0.196586088
0.335,0.593627592
0.335,0.87868303
0.335,0.995759371
0.335,0.924495511
0.336,0.67761714
0.336,0.30093674
0.336,-0.134281831
0.336,-0.541503886
0.336,-0.84437529
0.336,-0.991993284
0.336,-0.946180803
0.336,-0.719663535
0.336,-0.358253962
0.336,0.074419472
0.337,0.48927694
0.337,0.815054584
0.337,0.983033682
0.337,0.965217717
0.337,0.766696965
0.337,0.415467943
0.337,-0.007024939
0.337,-0.432062959
0.337,-0.77311143
0.337,-0.966541906
0.338,-0.976722457
0.338,-0.803653084
0.338,-0.472785165
0.338,-0.05283742
0.338,0.377290875
0.338,0.733610173
0.338,0.952492027
0.338,0.990669095
0.338,0.837960824
0.338,0.527454008
0.339,0.117686815
0.339,-0.317531756
0.339,-0.689121881
0.339,-0.930909976
0.339,-0.994538422
0.339,-0.869826668
0.339,-0.577135816
0.339,-0.177549175
0.339,0.257669396
0.339,0.644530348
0.34,0.906679546
0.34,0.998304509
0.34,0.899044133
0.34,0.629259521
0.34,0.239853431
0.34,-0.19536514
0.34,-0.592406643
0.34,-0.877462082
0.34,-0.994538422
0.34,-0.925819701
0.341,-0.676396192
0.341,-0.299715791
0.341,0.13550278
0.341,0.542724835
0.341,0.848141376
0.341,0.990669095
0.341,0.947401752
0.341,0.720884484
0.341,0.35947491
0.341,-0.073198523
0.342,-0.485510854
0.342,-0.811288498
0.342,-0.979267595
0.342,-0.963996768
0.342,-0.762930879
0.342,-0.416792132
0.342,0.010791026
0.342,0.43073877
0.342,0.776877516
0.342,0.970307992
0.343,0.980488544
0.343,0.804874033
0.343,0.474006113
0.343,0.059148645
0.343,-0.373524789
0.343,-0.732389224
0.343,-0.951271079
0.343,-0.989448147
0.343,-0.839285014
0.343,-0.528778197
0.344,-0.116465867
0.344,0.318752705
0.344,0.69034283
0.344,0.932130925
0.344,0.995759371
0.344,0.873592754
0.344,0.580901902
0.344,0.181315261
0.344,-0.256448448
0.344,-0.640764262
0.345,-0.905458598
0.345,-0.99708356
0.345,-0.900368322
0.345,-0.630583711
0.345,-0.241177621
0.345,0.196586088
0.345,0.593627592
0.345,0.87868303
0.345,0.998304509
0.345,0.927040649
0.346,0.67761714
0.346,0.303481878
0.346,-0.134281831
0.346,-0.538958748
0.346,-0.84437529
0.346,-0.991993284
0.346,-0.946180803
0.346,-0.722208673
0.346,-0.360799099
0.346,0.069329196
0.347,0.48927694
0.347,0.812509446
0.347,0.983033682
0.347,0.965217717
0.347,0.766696965
0.347,0.420558218
0.347,-0.007024939
0.347,-0.429517821
0.347,-0.77311143
0.347,-0.966541906
0.348,-0.979267595
0.348,-0.803653084
0.348,-0.472785165
0.348,-0.055382558
0.348,0.374745737
0.348,0.731065035
0.348,0.94994689
0.348,0.990669095
0.348,0.837960824
0.348,0.529999146
0.349,0.117686815
0.349,-0.314986618
0.349,-0.686576743
0.349,-0.930909976
0.349,-0.994538422
0.349,-0.872371806
0.349,-0.579680954
0.349,-0.180094313
0.349,0.255124258
0.349,0.641985211
0.35,0.906679546
0.35,0.998304509
0.35,0.901589271
0.35,0.631804659
0.35,0.239853431
0.35,-0.192820002
0.35,-0.589861505
0.35,-0.874916944
0.35,-0.994538422
0.35,-0.925819701
0.351,-0.67894133
0.351,-0.302260929
0.351,0.132957642
0.351,0.542724835
0.351,0.848141376
0.351,0.990669095
0.351,0.947401752
0.351,0.725974759
0.351,0.362020048
0.351,-0.068108248
0.352,-0.485510854
0.352,-0.811288498
0.352,-0.979267595
0.352,-0.963996768
0.352,-0.765476016
0.352,-0.416792132
0.352,0.00570075
0.352,0.43073877
0.352,0.774332378
0.352,0.970307992
0.353,0.980488544
0.353,0.804874033
0.353,0.476551251
0.353,0.059148645
0.353,-0.373524789
0.353,-0.729844087
0.353,-0.951271079
0.353,-0.989448147
0.353,-0.839285014
0.353,-0.528778197
0.354,-0.119011004
0.354,0.316207567
0.354,0.69034283
0.354,0.929585787
0.354,0.995759371
0.354,0.873592754
0.354,0.58344704
0.354,0.183860399
0.354,-0.251358172
0.354,-0.638219124
0.355,-0.905458598
0.355,-0.99708356
0.355,-0.897823184
0.355,-0.630583711
0.355,-0.241177621
0.355,0.196586088
0.355,0.591082454
0.355,0.87868303
0.355,0.998304509
0.355,0.927040649
0.356,0.67761714
0.356,0.306027015
0.356,-0.129191556
0.356,-0.536413611
0.356,-0.84437529
0.356,-0.991993284
0.356,-0.946180803
0.356,-0.722208673
0.356,-0.360799099
0.356,0.069329196
0.357,0.486731802
0.357,0.812509446
0.357,0.980488544
0.357,0.967762854
0.357,0.766696965
0.357,0.420558218
0.357,-0.004479801
0.357,-0.426972683
0.357,-0.77311143
0.357,-0.966541906
0.358,-0.976722457
0.358,-0.803653084
0.358,-0.475330302
0.358,-0.057927696
0.358,0.374745737
0.358,0.731065035
0.358,0.952492027
0.358,0.988123957
0.358,0.840505962
0.358,0.529999146
0.359,0.122777091
0.359,-0.309896343
0.359,-0.686576743
0.359,-0.928364838
0.359,-0.994538422
0.359,-0.872371806
0.359,-0.579680954
0.359,-0.18263945
0.359,0.255124258
0.359,0.641985211
0.36,0.906679546
0.36,0.998304509
0.36,0.901589271
0.36,0.634349797
0.36,0.242398569
0.36,-0.190274864
0.36,-0.589861505
0.36,-0.874916944
0.36,-0.994538422
0.36,-0.925819701
0.361,-0.67894133
0.361,-0.304806067
0.361,0.132957642
0.361,0.540179697
0.361,0.845596238
0.361,0.990669095
0.361,0.947401752
0.361,0.725974759
0.361,0.364565186
0.361,-0.063017972
0.362,-0.485510854
0.362,-0.80874336
0.362,-0.979267595
0.362,-0.966541906
0.362,-0.765476016
0.362,-0.421882408
0.362,0.00570075
0.362,0.428193632
0.362,0.771787241
0.362,0.967762854
0.363,0.980488544
0.363,0.80741917
0.363,0.476551251
0.363,0.059148645
0.363,-0.370979651
0.363,-0.729844087
0.363,-0.951271079
0.363,-0.989448147
0.363,-0.841830152
0.363,-0.531323335
0.364,-0.121556142
0.364,0.313662429
0.364,0.687797692
0.364,0.929585787
0.364,0.995759371
0.364,0.876137892
0.364,0.58344704
0.364,0.183860399
0.364,-0.251358172
0.364,-0.638219124
0.365,-0.905458598
0.365,-0.999628698
0.365,-0.900368322
0.365,-0.633128849
0.365,-0.243722759
0.365,0.191495812
0.365,0.588537316
0.365,0.876137892
0.365,0.998304509
0.365,0.927040649
0.366,0.682707416
0.366,0.306027015
0.366,-0.129191556
0.366,-0.536413611
0.366,-0.84437529
0.366,-0.989448147
0.366,-0.946180803
0.366,-0.724753811
0.366,-0.363344237
0.366,0.06423892
0.367,0.484186664
0.367,0.809964308
0.367,0.980488544
0.367,0.967762854
0.367,0.766696965
0.367,0.423103356
0.367,-0.001934664
0.367,-0.424427546
0.367,-0.770566292
0.367,-0.966541906
0.368,-0.979267595
0.368,-0.803653084
0.368,-0.47787544
0.368,-0.060472834
0.368,0.372200599
0.368,0.731065035
0.368,0.94994689
0.368,0.990669095
0.368,0.840505962
0.368,0.532544283
0.369,0.125322229
0.369,-0.309896343
0.369,-0.684031605
0.369,-0.928364838
0.369,-0.994538422
0.369,-0.872371806
0.369,-0.58477123
0.369,-0.185184588
0.369,0.252579121
0.369,0.639440073
0.37,0.904134408
0.37,0.998304509
0.37,0.901589271
0.37,0.634349797
0.37,0.247488845
0.37,-0.187729726
0.37,-0.589861505
0.37,-0.874916944
0.37,-0.994538422
0.37,-0.928364838
0.371,-0.681486468
0.371,-0.304806067
0.371,0.127867366
0.371,0.537634559
0.371,0.845596238
0.371,0.990669095
0.371,0.947401752
0.371,0.725974759
0.371,0.367110324
0.371,-0.06556311
0.372,-0.480420578
0.372,-0.80874336
0.372,-0.979267595
0.372,-0.966541906
0.372,-0.768021154
0.372,-0.421882408
0.372,0.003155612
0.372,0.428193632
0.372,0.771787241
0.372,0.967762854
0.373,0.980488544
0.373,0.80741917
0.373,0.481641526
0.373,0.06423892
0.373,-0.368434513
0.373,-0.729844087
0.373,-0.948725941
0.373,-0.989448147
0.373,-0.841830152
0.373,-0.531323335
0.374,-0.12410128
0.374,0.311117291
0.374,0.685252554
0.374,0.929585787
0.374,0.995759371
0.374,0.873592754
0.374,0.585992178
0.374,0.186405537
0.374,-0.248813034
0.374,-0.635673986
0.375,-0.90291346
0.375,-0.99708356
0.375,-0.90291346
0.375,-0.633128849
0.375,-0.246267897
0.375,0.188950675
0.375,0.588537316
0.375,0.87868303
0.375,0.998304509
0.375,0.927040649
0.376,0.682707416
0.376,0.308572153
0.376,-0.12410128
0.376,-0.533868473
0.376,-0.84437529
0.376,-0.989448147
0.376,-0.948725941
0.376,-0.727298949
0.376,-0.365889375
0.376,0.06423892
0.377,0.481641526
0.377,0.809964308
0.377,0.980488544
0.377,0.965217717
0.377,0.769242103
0.377,0.423103356
0.377,0.000610474
0.377,-0.426972683
0.377,-0.768021154
0.377,-0.966541906
0.378,-0.979267595
0.378,-0.806198222
0.378,-0.480420578
0.378,-0.060472834
0.378,0.367110324
0.378,0.728519897
0.378,0.94994689
0.378,0.990669095
0.378,0.8430511
0.378,0.535089421
0.379,0.125322229
0.379,-0.307351205
0.379,-0.681486468
0.379,-0.928364838
0.379,-0.994538422
0.379,-0.874916944
0.379,-0.58477123
0.379,-0.185184588
0.379,0.250033983
0.379,0.636894935
0.38,0.906679546
0.38,0.998304509
0.38,0.904134408
0.38,0.636894935
0.38,0.247488845
0.38,-0.185184588
0.38,-0.587316367
0.38,-0.874916944
0.38,-0.994538422
0.38,-0.928364838
0.381,-0.681486468
0.381,-0.307351205
0.381,0.125322229
0.381,0.535089421
0.381,0.8430511
0.381,0.990669095
0.381,0.94994689
0.381,0.731065035
0.381,0.367110324
0.381,-0.063017972
0.382,-0.482965716
0.382,-0.806198222
0.382,-0.979267595
0.382,-0.966541906
0.382,-0.768021154
0.382,-0.424427546
0.382,0.000610474
0.382,0.425648494
0.382,0.769242103
0.382,0.967762854
0.383,0.980488544
0.383,0.80741917
0.383,0.481641526
0.383,0.06423892
0.383,-0.365889375
0.383,-0.727298949
0.383,-0.948725941
0.383,-0.989448147
0.383,-0.841830152
0.383,-0.533868473
0.384,-0.12410128
0.384,0.308572153
0.384,0.685252554
0.384,0.929585787
0.384,0.995759371
0.384,0.876137892
0.384,0.585992178
0.384,0.188950675
0.384,-0.248813034
0.384,-0.635673986
0.385,-0.90291346
0.385,-0.99708356
0.385,-0.90291346
0.385,-0.638219124
0.385,-0.246267897
0.385,0.186405537
0.385,0.585992178
0.385,0.876137892
0.385,0.995759371
0.385,0.929585787
0.386,0.685252554
0.386,0.311117291
0.386,-0.12410128
0.386,-0.531323335
0.386,-0.841830152
0.386,-0.989448147
0.386,-0.948725941
0.386,-0.727298949
0.386,-0.365889375
0.386,0.061693782
0.387,0.481641526
0.387,0.80741917
0.387,0.980488544
0.387,0.967762854
0.387,0.771787241
0.387,0.428193632
0.387,0.000610474
0.387,-0.421882408
0.387,-0.765476016
0.387,-0.966541906
0.388,-0.979267595
0.388,-0.80874336
0.388,-0.480420578
0.388,-0.063017972
0.388,0.367110324
0.388,0.725974759
0.388,0.94994689
0.388,0.990669095
0.388,0.845596238
0.388,0.535089421
0.389,0.127867366
0.389,-0.307351205
0.389,-0.681486468
0.389,-0.925819701
0.389,-0.994538422
0.389,-0.874916944
0.389,-0.587316367
0.389,-0.190274864
0.389,0.247488845
0.389,0.636894935
0.39,0.904134408
0.39,0.998304509
0.39,0.906679546
0.39,0.639440073
0.39,0.250033983
0.39,-0.18263945
0.39,-0.58477123
0.39,-0.872371806
0.39,-0.994538422
0.39,-0.928364838
0.391,-0.681486468
0.391,-0.307351205
0.391,0.125322229
0.391,0.537634559
0.391,0.8430511
0.391,0.990669095
0.391,0.94994689
0.391,0.731065035
0.391,0.369655461
0.391,-0.060472834
0.392,-0.47787544
0.392,-0.806198222
0.392,-0.979267595
0.392,-0.966541906
0.392,-0.770566292
0.392,-0.424427546
0.392,0.000610474
0.392,0.425648494
0.392,0.769242103
0.392,0.967762854
0.393,0.980488544
0.393,0.80741917
0.393,0.481641526
0.393,0.066784058
0.393,-0.363344237
0.393,-0.724753811
0.393,-0.948725941
0.393,-0.986903009
0.393,-0.84437529
0.393,-0.536413611
0.394,-0.126646418
0.394,0.308572153
0.394,0.685252554
0.394,0.927040649
0.394,0.995759371
0.394,0.87868303
0.394,0.588537316
0.394,0.191495812
0.394,-0.243722759
0.394,-0.633128849
0.395,-0.900368322
0.395,-0.99708356
0.395,-0.90291346
0.395,-0.638219124
0.395,-0.246267897
0.395,0.183860399
0.395,0.585992178
0.395,0.873592754
0.395,0.995759371
0.395,0.929585787
0.396,0.685252554
0.396,0.313662429
0.396,-0.121556142
0.396,-0.531323335
0.396,-0.839285014
0.396,-0.989448147
0.396,-0.951271079
0.396,-0.729844087
0.396,-0.368434513
0.396,0.061693782
0.397,0.481641526
0.397,0.80741917
0.397,0.980488544
0.397,0.970307992
0.397,0.771787241
0.397,0.428193632
0.397,0.003155612
0.397,-0.421882408
0.397,-0.768021154
0.397,-0.963996768
0.398,-0.979267595
0.398,-0.80874336
0.398,-0.482965716
0.398,-0.06556311
0.398,0.367110324
0.398,0.725974759
0.398,0.94994689
0.398,0.990669095
0.398,0.845596238
0.398,0.537634559
0.399,0.127867366
0.399,-0.304806067
0.399,-0.681486468
0.399,-0.925819701
0.399,-0.994538422
0.399,-0.877462082
0.399,-0.587316367
0.399,-0.190274864
0.399,0.244943707
0.399,0.634349797
0.4,0.901589271
0.4,0.998304509
0.4,0.904134408
0.4,0.639440073
0.4,0.252579121
0.4,-0.18263945
0.4,-0.582226092
0.4,-0.872371806
0.4,-0.994538422
0.4,-0.928364838
0.401,-0.684031605
0.401,-0.31244148
0.401,0.122777091
0.401,0.532544283
0.401,0.840505962
0.401,0.988123957
0.401,0.952492027
0.401,0.731065035
0.401,0.372200599
0.401,-0.057927696
0.402,-0.47787544
0.402,-0.806198222
0.402,-0.979267595
0.402,-0.966541906
0.402,-0.770566292
0.402,-0.426972683
0.402,-0.001934664
0.402,0.420558218
0.402,0.769242103
0.402,0.967762854
0.403,0.980488544
0.403,0.809964308
0.403,0.486731802
0.403,0.069329196
0.403,-0.360799099
0.403,-0.722208673
0.403,-0.946180803
0.403,-0.989448147
0.403,-0.84437529
0.403,-0.536413611
0.404,-0.131736694
0.404,0.306027015
0.404,0.680162278
0.404,0.929585787
0.404,0.998304509
0.404,0.87868303
0.404,0.591082454
0.404,0.191495812
0.404,-0.241177621
0.404,-0.633128849
0.405,-0.900368322
0.405,-0.994538422
0.405,-0.90291346
0.405,-0.638219124
0.405,-0.251358172
0.405,0.183860399
0.405,0.580901902
0.405,0.873592754
0.405,0.995759371
0.405,0.929585787
0.406,0.685252554
0.406,0.313662429
0.406,-0.121556142
0.406,-0.528778197
0.406,-0.839285014
0.406,-0.989448147
0.406,-0.951271079
0.406,-0.729844087
0.406,-0.373524789
0.406,0.059148645
0.407,0.476551251
0.407,0.80741917
0.407,0.980488544
0.407,0.970307992
0.407,0.771787241
0.407,0.428193632
0.407,0.00570075
0.407,-0.416792132
0.407,-0.762930879
0.407,-0.966541906
0.408,-0.979267595
0.408,-0.80874336
0.408,-0.485510854
0.408,-0.06556311
0.408,0.364565186
0.408,0.725974759
0.408,0.94994689
0.408,0.990669095
0.408,0.848141376
0.408,0.540179697
0.409,0.130412504
0.409,-0.304806067
0.409,-0.67894133
0.409,-0.923274563
0.409,-0.994538422
0.409,-0.877462082
0.409,-0.592406643
0.409,-0.192820002
0.409,0.244943707
0.409,0.634349797
0.41,0.901589271
0.41,0.998304509
0.41,0.906679546
0.41,0.641985211
0.41,0.255124258
0.41,-0.180094313
0.41,-0.582226092
0.41,-0.872371806
0.41,-0.991993284
0.41,-0.930909976
0.411,-0.686576743
0.411,-0.314986618
0.411,0.120231953
0.411,0.529999146
0.411,0.840505962
0.411,0.990669095
0.411,0.952492027
0.411,0.731065035
0.411,0.374745737
0.411,-0.055382558
0.412,-0.475330302
0.412,-0.803653084
0.412,-0.976722457
0.412,-0.969087044
0.412,-0.77311143
0.412,-0.429517821
0.412,-0.007024939
0.412,0.420558218
0.412,0.766696965
0.412,0.967762854
0.413,0.980488544
0.413,0.812509446
0.413,0.486731802
0.413,0.066784058
0.413,-0.360799099
0.413,-0.722208673
0.413,-0.946180803
0.413,-0.989448147
0.413,-0.84437529
0.413,-0.538958748
0.414,-0.131736694
0.414,0.306027015
0.414,0.680162278
0.414,0.927040649
0.414,0.995759371
0.414,0.87868303
0.414,0.593627592
0.414,0.19404095
0.414,-0.241177621
0.414,-0.630583711
0.415,-0.900368322
0.415,-0.994538422
0.415,-0.905458598
0.415,-0.640764262
0.415,-0.25390331
0.415,0.181315261
0.415,0.580901902
0.415,0.873592754
0.415,0.995759371
0.415,0.932130925
0.416,0.687797692
0.416,0.316207567
0.416,-0.116465867
0.416,-0.528778197
0.416,-0.836739876
0.416,-0.986903009
0.416,-0.951271079
0.416,-0.729844087
0.416,-0.373524789
0.416,0.056603507
0.417,0.474006113
0.417,0.804874033
0.417,0.980488544
0.417,0.970307992
0.417,0.774332378
0.417,0.43073877
0.417,0.008245888
0.417,-0.41933727
0.417,-0.762930879
0.417,-0.963996768
0.418,-0.981812733
0.418,-0.811288498
0.418,-0.488055992
0.418,-0.068108248
0.418,0.362020048
0.418,0.723429622
0.418,0.947401752
0.418,0.990669095
0.418,0.848141376
0.418,0.540179697
0.419,0.132957642
0.419,-0.299715791
0.419,-0.676396192
0.419,-0.923274563
0.419,-0.994538422
0.419,-0.877462082
0.419,-0.592406643
0.419,-0.19536514
0.419,0.242398569
0.419,0.631804659
0.42,0.901589271
0.42,0.998304509
0.42,0.906679546
0.42,0.641985211
0.42,0.255124258
0.42,-0.180094313
0.42,-0.579680954
0.42,-0.869826668
0.42,-0.994538422
0.42,-0.930909976
0.421,-0.686576743
0.421,-0.314986618
0.421,0.120231953
0.421,0.527454008
0.421,0.837960824
0.421,0.988123957
0.421,0.952492027
0.421,0.733610173
0.421,0.377290875
0.421,-0.055382558
0.422,-0.470240027
0.422,-0.803653084
0.422,-0.976722457
0.422,-0.966541906
0.422,-0.775656568
0.422,-0.432062959
0.422,-0.007024939
0.422,0.41801308
0.422,0.764151827
0.422,0.965217717
0.423,0.983033682
0.423,0.815054584
0.423,0.48927694
0.423,0.071874334
0.423,-0.358253962
0.423,-0.722208673
0.423,-0.946180803
0.423,-0.991993284
0.423,-0.846920427
0.423,-0.541503886
0.424,-0.131736694
0.424,0.30093674
0.424,0.67761714
0.424,0.924495511
0.424,0.998304509
0.424,0.881228168
0.424,0.593627592
0.424,0.196586088
0.424,-0.241177621
0.424,-0.628038573
0.425,-0.897823184
0.425,-0.994538422
0.425,-0.905458598
0.425,-0.640764262
0.425,-0.256448448
0.425,0.178770123
0.425,0.580901902
0.425,0.871047616
0.425,0.998304509
0.425,0.932130925
0.426,0.687797692
0.426,0.318752705
0.426,-0.116465867
0.426,-0.526233059
0.426,-0.836739876
0.426,-0.986903009
0.426,-0.951271079
0.426,-0.732389224
0.426,-0.373524789
0.426,0.054058369
0.427,0.474006113
0.427,0.802328895
0.427,0.980488544
0.427,0.970307992
0.427,0.774332378
0.427,0.433283907
0.427,0.010791026
0.427,-0.414246994
0.427,-0.762930879
0.427,-0.963996768
0.428,-0.981812733
0.428,-0.811288498
0.428,-0.488055992
0.428,-0.070653385
0.428,0.35947491
0.428,0.723429622
0.428,0.947401752
0.428,0.990669095
0.428,0.848141376
0.428,0.542724835
0.429,0.13550278
0.429,-0.299715791
0.429,-0.673851054
0.429,-0.923274563
0.429,-0.99708356
0.429,-0.877462082
0.429,-0.592406643
0.429,-0.192820002
0.429,0.242398569
0.429,0.629259521
0.43,0.899044133
0.43,0.998304509
0.43,0.909224684
0.43,0.644530348
0.43,0.260214534
0.43,-0.177549175
0.43,-0.577135816
0.43,-0.869826668
0.43,-0.994538422
0.43,-0.930909976
0.431,-0.689121881
0.431,-0.317531756
0.431,0.115141677
0.431,0.527454008
0.431,0.837960824
0.431,0.988123957
0.431,0.952492027
0.431,0.736155311
0.431,0.374745737
0.431,-0.050292283
0.432,-0.472785165
0.432,-0.801107946
0.432,-0.976722457
0.432,-0.969087044
0.432,-0.77311143
0.432,-0.434608097
0.432,-0.009570077
0.432,0.415467943
0.432,0.764151827
0.432,0.965217717
0.433,0.983033682
0.433,0.815054584
0.433,0.48927694
0.433,0.074419472
0.433,-0.355708824
0.433,-0.719663535
0.433,-0.946180803
0.433,-0.989448147
0.433,-0.846920427
0.433,-0.544049024
0.434,-0.134281831
0.434,0.298391602
0.434,0.67761714
0.434,0.924495511
0.434,0.998304509
0.434,0.881228168
0.434,0.593627592
0.434,0.199131226
0.434,-0.238632483
0.434,-0.628038573
0.435,-0.897823184
0.435,-0.99708356
0.435,-0.908003736
0.435,-0.645854538
0.435,-0.258993586
0.435,0.178770123
0.435,0.578356765
0.435,0.871047616
0.435,0.995759371
0.435,0.934676062
0.436,0.69034283
0.436,0.318752705
0.436,-0.113920729
0.436,-0.523687921
0.436,-0.836739876
0.436,-0.986903009
0.436,-0.953816217
0.436,-0.732389224
0.436,-0.376069926
0.436,0.051513231
0.437,0.474006113
0.437,0.799783757
0.437,0.980488544
0.437,0.970307992
0.437,0.776877516
0.437,0.435829045
0.437,0.010791026
0.437,-0.414246994
0.437,-0.762930879
0.437,-0.963996768
0.438,-0.981812733
0.438,-0.813833635
0.438,-0.488055992
0.438,-0.070653385
0.438,0.356929772
0.438,0.720884484
0.438,0.947401752
0.438,0.990669095
0.438,0.848141376
0.438,0.545269973
0.439,0.138047918
0.439,-0.297170653
0.439,-0.673851054
0.439,-0.923274563
0.439,-0.994538422
0.439,-0.882552357
0.439,-0.594951781
0.439,-0.197910278
0.439,0.237308294
0.439,0.626714384
0.44,0.899044133
0.44,0.998304509
0.44,0.906679546
0.44,0.644530348
